enviroment, gi, w, q, x, y
Environment.IN_BUILDING_LINE,8e-06,4000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999996, 0.999994, 0.999976, 0.999886, 0.99971, 0.999254, 0.996158, 0.99092, 0.97755, 0.960242, 0.933094]"

Environment.IN_BUILDING_LINE,8e-06,4000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999998, 0.999984, 0.999884, 0.999644, 0.998726, 0.997282, 0.994066, 0.977854, 0.956696, 0.910008, 0.862852, 0.798096]"

Environment.IN_BUILDING_LINE,8e-06,4000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999994, 0.99997, 0.99995, 0.999844, 0.999084, 0.997552, 0.992602, 0.985516, 0.97282, 0.922348, 0.870268, 0.774722, 0.694916, 0.600534]"

Environment.IN_BUILDING_LINE,8e-06,4000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99999, 0.999966, 0.999832, 0.999496, 0.998768, 0.994182, 0.986794, 0.96831, 0.94594, 0.910974, 0.79977, 0.710062, 0.571902, 0.475036, 0.375874]"

Environment.IN_BUILDING_LINE,8e-06,8000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999996, 0.999996, 0.999992, 0.999948, 0.99965, 0.999106, 0.996896, 0.993868, 0.987206]"

Environment.IN_BUILDING_LINE,8e-06,8000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999968, 0.999918, 0.999752, 0.998488, 0.996064, 0.988814, 0.979124, 0.962464]"

Environment.IN_BUILDING_LINE,8e-06,8000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999992, 0.999998, 0.999966, 0.999888, 0.999534, 0.998916, 0.997388, 0.989024, 0.977036, 0.948752, 0.91635, 0.869722]"

Environment.IN_BUILDING_LINE,8e-06,8000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999996, 0.999992, 0.999956, 0.999666, 0.99899, 0.996732, 0.993206, 0.986292, 0.956364, 0.920776, 0.850914, 0.788112, 0.704666]"

Environment.IN_BUILDING_LINE,8e-06,8000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999994, 0.999986, 0.999926, 0.999836, 0.999508, 0.997522, 0.994258, 0.983898, 0.971006, 0.949014, 0.870452, 0.798112, 0.680024, 0.58894, 0.48913]"

Environment.IN_BUILDING_LINE,8e-06,16000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999996, 0.999914, 0.999674, 0.998822, 0.997384, 0.994112]"

Environment.IN_BUILDING_LINE,8e-06,16000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999986, 0.999954, 0.999932, 0.999434, 0.998382, 0.995072, 0.990156, 0.980824]"

Environment.IN_BUILDING_LINE,8e-06,16000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999996, 0.999974, 0.999828, 0.999586, 0.998956, 0.995302, 0.98912, 0.972242, 0.952206, 0.9208]"

Environment.IN_BUILDING_LINE,8e-06,16000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999996, 0.99998, 0.999894, 0.999606, 0.998752, 0.99716, 0.993824, 0.977332, 0.955506, 0.908212, 0.86124, 0.79673]"

Environment.IN_BUILDING_LINE,8e-06,16000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.999998, 0.999972, 0.999958, 0.99988, 0.999036, 0.997556, 0.99259, 0.98572, 0.97318, 0.922308, 0.869766, 0.775582, 0.697994, 0.60255]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,1000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.99999, 0.999688, 0.99555, 0.87821, 0.63312, 0.303902, 0.150944, 0.044722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,1000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.99993, 0.998592, 0.985636, 0.786276, 0.51964, 0.224968, 0.102114, 0.026934, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,1000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 0.999998, 0.999984, 0.99903, 0.990782, 0.943922, 0.603844, 0.342346, 0.118534, 0.045076, 0.009878, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,1000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999894, 0.994422, 0.964772, 0.85667, 0.41952, 0.19807, 0.053126, 0.016626, 0.002804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,1000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 0.999974, 0.999126, 0.97695, 0.898652, 0.712124, 0.253448, 0.09665, 0.01888, 0.004538, 0.000688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,2000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999994, 0.999874, 0.997668, 0.91612, 0.685648, 0.343396, 0.179592, 0.055712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,2000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999976, 0.99934, 0.992072, 0.841116, 0.584374, 0.268478, 0.12901, 0.036128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,2000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999998, 0.999604, 0.995068, 0.965062, 0.678724, 0.408636, 0.156358, 0.06366, 0.014604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,2000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999958, 0.99735, 0.979278, 0.900742, 0.497658, 0.254754, 0.075904, 0.02539, 0.004954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,2000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 0.999996, 0.999656, 0.987356, 0.933466, 0.781278, 0.321392, 0.13554, 0.030632, 0.008188, 0.00128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,4000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999996, 0.999954, 0.999016, 0.945578, 0.734272, 0.380644, 0.205738, 0.068022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,4000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999996, 0.99974, 0.99623, 0.888986, 0.6465, 0.31522, 0.158544, 0.047738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,4000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.99984, 0.9978, 0.980406, 0.75349, 0.48278, 0.200082, 0.08739, 0.022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,4000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.99999, 0.998922, 0.98926, 0.936122, 0.583624, 0.323758, 0.108984, 0.04058, 0.008414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,4000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 0.999996, 0.999856, 0.99361, 0.960358, 0.844926, 0.402744, 0.185526, 0.047914, 0.014244, 0.002378, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,8000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999982, 0.999612, 0.96778, 0.773626, 0.413684, 0.230244, 0.079076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,8000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999998, 0.999914, 0.99839, 0.927214, 0.70517, 0.358296, 0.189902, 0.060248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,8000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999954, 0.999096, 0.989742, 0.818732, 0.556518, 0.25009, 0.116078, 0.03239, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,8000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999996, 0.999596, 0.994824, 0.963036, 0.666704, 0.39809, 0.150174, 0.060038, 0.013788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,8000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 0.999998, 0.99995, 0.997174, 0.978426, 0.897856, 0.488756, 0.248754, 0.07452, 0.024856, 0.004568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,16000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999998, 0.999998, 0.999836, 0.982114, 0.804384, 0.43916, 0.250056, 0.0888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,16000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999974, 0.9993, 0.955344, 0.752782, 0.395608, 0.217364, 0.07221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,16000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999986, 0.999596, 0.995276, 0.874214, 0.627772, 0.299386, 0.148768, 0.043522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,16000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999854, 0.997566, 0.979894, 0.74645, 0.47682, 0.196246, 0.086822, 0.021588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,4e-06,16000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 0.999998, 0.999986, 0.998754, 0.988942, 0.936592, 0.582704, 0.322016, 0.108548, 0.03997, 0.008394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,1000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999984, 0.999876, 0.997778, 0.915456, 0.685578, 0.345184, 0.180154, 0.055948, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,1000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.99997, 0.99938, 0.992214, 0.841158, 0.584512, 0.268874, 0.12969, 0.035924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,1000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999998, 0.999606, 0.995222, 0.965444, 0.678888, 0.409476, 0.155882, 0.063184, 0.01485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,1000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999954, 0.997228, 0.97964, 0.900316, 0.498712, 0.25499, 0.076722, 0.02589, 0.004968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,1000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 0.99999, 0.999668, 0.987278, 0.933802, 0.781656, 0.322842, 0.135684, 0.030584, 0.008416, 0.001172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,2000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999998, 0.999962, 0.999072, 0.945472, 0.733794, 0.381088, 0.206808, 0.06764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,2000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.99999, 0.999744, 0.996232, 0.889168, 0.647498, 0.314582, 0.158806, 0.0474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,2000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999844, 0.997822, 0.980314, 0.751754, 0.482574, 0.199926, 0.088318, 0.022574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,2000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999986, 0.998826, 0.98906, 0.937108, 0.583026, 0.323434, 0.108734, 0.040386, 0.008718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,2000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999846, 0.99338, 0.960046, 0.845168, 0.40285, 0.185646, 0.048044, 0.014404, 0.002484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,4000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999992, 0.999612, 0.967324, 0.773852, 0.413908, 0.2298, 0.078394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,4000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999998, 0.99991, 0.998426, 0.927612, 0.705228, 0.358418, 0.188638, 0.06021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,4000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999944, 0.9991, 0.989884, 0.817852, 0.558108, 0.249436, 0.117212, 0.03203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,4000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 0.999996, 0.999598, 0.994626, 0.96292, 0.668284, 0.397854, 0.14897, 0.06011, 0.013856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,4000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 0.999998, 0.999936, 0.997156, 0.978372, 0.897652, 0.490178, 0.248676, 0.073382, 0.02444, 0.004584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,8000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999994, 0.99988, 0.982084, 0.805044, 0.438724, 0.250218, 0.088946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,8000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999968, 0.999366, 0.955366, 0.750736, 0.39633, 0.21588, 0.0724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,8000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999984, 0.999704, 0.995224, 0.874016, 0.626614, 0.29931, 0.148422, 0.043658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,8000000.0,64,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999836, 0.997786, 0.979824, 0.747554, 0.47652, 0.196858, 0.086154, 0.021444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,8000000.0,256,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 0.999998, 0.999984, 0.998842, 0.988738, 0.93605, 0.583282, 0.323264, 0.108394, 0.040742, 0.008398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,16000000.0,2,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999938, 0.99063, 0.825326, 0.456954, 0.263976, 0.097012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,16000000.0,4,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 1.0, 0.99999, 0.999742, 0.974534, 0.78838, 0.426286, 0.239522, 0.083586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

Environment.OBSTRUCTED_IN_BUILDING,8e-06,16000000.0,16,"[1, 2, 3, 5, 7, 10, 20, 30, 50, 70, 100, 200, 300, 500, 700, 1000, 2000, 3000, 5000, 7000, 10000]","[1.0, 1.0, 1.0, 0.999992, 0.999844, 0.997846, 0.917022, 0.690056, 0.346878, 0.180626, 0.05641, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"

